playerID,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,AVG,OBP,SLG
beckeri01,789,2227,345,570,100,12,45,243.0,66.0,350,616.0,12.0,19.0,12.0,0.2559497081275258,0.35832372164552095,0.3722496632240683
beckfr02,635,2130,191,536,78,27,33,251.0,31.0,122,233.0,27.0,49.0,0.0,0.2516431924882629,0.30057042562527425,0.360093896713615
beckhgo01,1069,3403,420,807,187,7,80,351.0,35.0,266,670.0,54.0,29.0,30.0,0.2371436967381722,0.30029309885424993,0.3667352336173964
becklja01,2392,9551,1603,2938,473,244,87,1581.0,315.0,616,526.0,183.0,167.0,0.0,0.3076117684012145,0.36106280193236717,0.4355564862318082
belanma01,2016,5784,676,1316,175,33,20,389.0,167.0,576,839.0,42.0,155.0,45.0,0.22752420470262794,0.29998448890957036,0.2795643153526971
bellbe01,767,2718,378,806,165,32,46,437.0,11.0,272,239.0,7.0,26.0,0.0,0.29654157468727005,0.3620286953620287,0.4315673289183223
bellbu01,2405,8995,1151,2514,425,56,201,1106.0,55.0,836,776.0,38.0,60.0,80.0,0.2794886047804336,0.34053673736053874,0.40622568093385214
bellda01,1403,4826,587,1239,267,18,123,589.0,19.0,428,687.0,44.0,32.0,50.0,0.2567343555739743,0.3199326851159312,0.39598010774968917
bellde01,1210,4578,642,1262,232,15,134,668.0,170.0,377,955.0,61.0,6.0,46.0,0.27566622979467015,0.3358356380877124,0.42070773263433814
belleal01,1539,5853,974,1726,389,21,381,1239.0,88.0,683,961.0,55.0,4.0,78.0,0.29489150862805397,0.36947068526015897,0.5638134290107637
bellge02,1587,6123,814,1702,308,34,265,1002.0,67.0,331,771.0,49.0,0.0,83.0,0.2779683161848767,0.31612511387792286,0.4692144373673036
bellgu01,1741,6478,865,1823,311,66,206,942.0,30.0,470,636.0,27.0,45.0,53.0,0.28141401667181226,0.3301081388730791,0.44519913553565915
bellhma01,731,2107,324,484,113,13,69,246.0,30.0,346,723.0,17.0,10.0,11.0,0.22971048884670148,0.34139459895203544,0.3939250118652112
bellira01,1155,2301,217,508,55,14,2,142.0,43.0,136,384.0,23.0,58.0,6.0,0.2207735767057801,0.2704785077047851,0.25945241199478486
belliro01,1484,5045,685,1377,328,24,114,601.0,43.0,488,797.0,24.0,47.0,37.0,0.27294350842418236,0.3376832320343225,0.41526263627353815
bellja01,2063,7398,1123,1963,394,67,195,860.0,91.0,853,1443.0,57.0,159.0,58.0,0.2653419843200865,0.34341381783409036,0.4157880508245472
bellle01,896,3239,404,938,184,49,66,509.0,25.0,276,322.0,2.0,110.0,0.0,0.28959555418338995,0.345749218083594,0.4377894411855511
beltbr01,1135,3811,538,1003,244,33,138,502.0,43.0,532,1021.0,33.0,1.0,23.0,0.2631855156127001,0.35644464651057056,0.4531618997638415
beltrad01,2933,11068,1524,3166,636,38,477,1707.0,121.0,848,1732.0,97.0,14.0,103.0,0.28604987350921574,0.33930340046219876,0.47967112396096856
beltrca01,2586,9768,1582,2725,565,78,435,1587.0,312.0,1084,1795.0,51.0,18.0,110.0,0.27897215397215397,0.3504948696994461,0.48638411138411136
bemisha01,704,2229,214,569,92,29,5,234.0,49.0,79,263.0,36.0,61.0,0.0,0.25527142216240467,0.29180887372013653,0.3292956482727681
benarma01,891,2630,441,714,138,21,54,260.0,105.0,265,454.0,25.0,15.0,10.0,0.2714828897338403,0.34266211604095564,0.40152091254752853
benchjo01,2158,7658,1091,2048,381,24,389,1376.0,68.0,891,1278.0,19.0,11.0,90.0,0.2674327500652912,0.34164934164934163,0.47584225646382866
benedbr01,982,2878,214,696,98,6,18,260.0,12.0,328,251.0,13.0,49.0,21.0,0.24183460736622656,0.32006172839506175,0.29881862404447534
beniqju01,1500,4651,610,1274,190,30,79,476.0,104.0,349,551.0,31.0,87.0,32.0,0.2739195871855515,0.32668378431759826,0.3786282519888196
bennech01,1062,3821,549,978,203,67,55,533.0,42.0,478,572.0,11.0,0.0,0.0,0.255953938759487,0.34037122969837585,0.38733315885893743
benzito01,924,2856,316,733,135,18,66,376.0,21.0,181,552.0,14.0,21.0,34.0,0.25665266106442575,0.3008103727714749,0.3858543417366947
berarjo01,912,3028,334,755,167,23,36,387.0,27.0,284,268.0,13.0,32.0,0.0,0.24933949801849406,0.316390977443609,0.35535006605019814
bergebi01,947,3028,138,516,45,21,2,193.0,23.0,88,421.0,0.0,112.0,0.0,0.17040951122853368,0.19383825417201542,0.20112285336856012
bergewa01,1350,5163,809,1550,299,59,242,898.0,36.0,435,694.0,38.0,27.0,0.0,0.3002130544257215,0.3589425124201561,0.5215959713344954
bergmda01,1349,2679,312,690,100,16,54,289.0,19.0,380,347.0,7.0,21.0,27.0,0.25755879059350506,0.34820562560620755,0.3673012318029115
berkmla01,1879,6491,1146,1905,422,30,366,1234.0,86.0,1201,1300.0,66.0,1.0,54.0,0.29348328454783545,0.40604198668714797,0.5368972423355415
bernato01,1071,3700,523,970,177,30,75,391.0,113.0,428,606.0,17.0,63.0,35.0,0.26216216216216215,0.33851674641148327,0.387027027027027
berrada01,853,2553,236,603,109,9,49,278.0,32.0,210,422.0,12.0,33.0,27.0,0.23619271445358403,0.2944325481798715,0.3435174304739522
berrayo01,2120,7555,1175,2150,321,49,358,1430.0,30.0,704,414.0,52.0,9.0,44.0,0.28457974851091994,0.34781567923399165,0.48219722038385177
berroan01,746,2575,329,665,118,21,46,254.0,50.0,117,460.0,54.0,46.0,15.0,0.258252427184466,0.30278884462151395,0.37398058252427185
berroge01,779,2506,379,692,113,9,101,382.0,19.0,276,510.0,17.0,0.0,26.0,0.2761372705506784,0.3486725663716814,0.4493216280925778
berrych02,709,2018,196,539,88,29,23,256.0,13.0,160,196.0,5.0,34.0,0.0,0.26709613478691774,0.32249198350893266,0.3736372646184341
berryda01,683,2030,175,488,106,6,47,257.0,3.0,139,409.0,6.0,10.0,23.0,0.24039408866995074,0.28798908098271153,0.36798029556650247
berryke01,1383,4136,422,1053,150,23,58,343.0,45.0,298,569.0,30.0,64.0,17.0,0.2545938104448743,0.30819013613032803,0.3440522243713733
berryse01,860,2413,310,657,153,10,81,369.0,47.0,206,438.0,32.0,11.0,29.0,0.27227517612929963,0.333955223880597,0.44467467882304185
beschbo01,1228,4536,749,1171,190,74,28,345.0,428.0,619,549.0,48.0,74.0,0.0,0.25815696649029984,0.3532577359215837,0.35119047619047616
betanyu01,1156,4052,437,1057,218,29,80,457.0,30.0,143,435.0,10.0,34.0,39.0,0.2608588351431392,0.28510838831291235,0.3882033563672261
